Title,Summary,Enrollment,Stars,Rating,Link
"
UX & Web Design Master Course: Strategy, Design, Development
","
Learn how to apply User Experience (UX) principles to your website designs, code a variety of sites, and increase sales!
","
80,706 students
",4.5," (11,401 ratings)",https://www.udemy.com/course/ux-web-design-master-course-strategy-design-development/
"
Drawing and Painting on the iPad with Procreate
","
Learn everything you need to know about Procreate with hands on drawing lessons. Now updated for Procreate 5.
","
40,443 students
",4.7," (10,886 ratings)",https://www.udemy.com/course/drawing-and-painting-on-the-ipad-with-procreate/
"
User Experience Design Fundamentals
","
Design Web Sites and Mobile Apps that Your Users Love and Return to Again and Again with UX Expert Joe Natoli.
","
74,042 students
",4.4," (9,223 ratings)",https://www.udemy.com/course/user-experience-design-fundamentals/
"
Adobe InDesign CC - Essentials Training Course
","
Build company newsletters, brochures, annual reports. Learn typography, color theory & graphic design skills in InDesign
","
35,860 students
",4.7," (9,158 ratings)",https://www.udemy.com/course/indesign-tutorial-basics-course/
"
After Effects CC Masterclass: Complete After Effects Course
","
Learn After Effects CC to improve your videos with professional motion graphics and visual effects.
","
323,449 students
",4.6," (8,784 ratings)",https://www.udemy.com/course/after-effects-cc/
"
CSS - The Complete Guide 2020 (incl. Flexbox, Grid & Sass)
","
Learn CSS for the first time or brush up your CSS skills and dive in even deeper. EVERY web developer has to know CSS.
","
43,083 students
",4.7," (8,605 ratings)",https://www.udemy.com/course/css-the-complete-guide-incl-flexbox-grid-sass/
"
Photoshop CC 2020 MasterClass
","
Master the World's Best Imaging and Design Application and Become an Adobe Certified Associate.
","
45,107 students
",4.6," (8,020 ratings)",https://www.udemy.com/course/photoshop-cc-masterclass/
"
Sketch from A to Z (2020): Become an app designer
","
Finally a comprehensive guide to using Sketch for designing mobile applications. Learn to design an app from A to Z.
","
27,489 students
",4.7," (7,704 ratings)",https://www.udemy.com/course/learnsketch3/
"
WordPress Theme Development with Bootstrap
","
Learn how to confidently develop custom & profitable Responsive WordPress Themes and Websites with no prior experience.
","
46,795 students
",4.3," (7,501 ratings)",https://www.udemy.com/course/bootstrap-to-wordpress/
"
Creating 3D environments in Blender
","
This course helps you creating wonderful environment scenes, organizing your workflow, and find the right inspiration.
","
61,021 students
",4.5," (7,481 ratings)",https://www.udemy.com/course/blender-environments/
"
Photoshop In-Depth: Master all of Photoshop's Tools Easily
","
Learn the many tools in Adobe Photoshop with in-depth lectures that explain the tool uses, options + modes in Photoshop.
","
165,767 students
",4.4," (7,451 ratings)",https://www.udemy.com/course/photoshop-tools/
"
The Complete App Design Course - UX, UI and Design Thinking
","
Learn App Design to Make Beautiful, Lovable Apps
","
31,444 students
",4.4," (6,848 ratings)",https://www.udemy.com/course/the-complete-app-design-course-ux-and-ui-design/
"
The Ultimate Digital Painting Course - Beginner to Advanced
","
Everything from drawing fundamentals to professional painting techniques
","
39,814 students
",4.5," (6,350 ratings)",https://www.udemy.com/course/the-ultimate-digital-painting-course-beginner-to-advanced/
"
Become a Game Designer the Complete Series Coding to Design
","
Master Unity, 3D game design, 2D game design, coding, C#, game development, 3D animation, programming, level design...
","
54,712 students
",4.2," (6,299 ratings)",https://www.udemy.com/course/become-a-game-designer/
"
Landing Page Design & Conversion Rate Optimization 2018
","
Triple Your Conversion Rate With These Landing Page Design Principles & Build A Landing Page From Scratch With No Code
","
35,578 students
",4.7," (6,248 ratings)",https://www.udemy.com/course/landing-page-design-best-practices/
"
The Complete Graphic Design Theory for Beginners Course
","
Learn Graphic Design Theory and the Basic Principles of Color Theory, Typography, Branding, Logo Design, Layout & More!
","
26,910 students
",4.6," (6,094 ratings)",https://www.udemy.com/course/graphic-design-theory-for-beginners-course/
"
Crash Course Electronics and PCB Design
","
Learn Electronics and PCB Design from the Ground up with Altium CircuitMaker and Labcenter Proteus
","
30,117 students
",4.6," (6,014 ratings)",https://www.udemy.com/course/crash-course-electronics-and-pcb-design/
"
DESIGN RULES: Principles + Practices for Great UI Design
","
Learn to design powerful user interfaces for apps, sites and systems
","
21,705 students
",4.6," (5,774 ratings)",https://www.udemy.com/course/design-rules/
"
Photoshop Beginners Mastery: Zero to Hero in Photoshop
","
Learn Photoshop quickly and easily with essentials of Adobe Photoshop to produce beautiful images in Adobe Photoshop.
","
215,917 students
",4.3," (5,731 ratings)",https://www.udemy.com/course/getting-started-in-photoshop/
"
How to Work with Interior Design Styles Like a Pro
","
Interior Design Styles Demystified
","
27,388 students
",4.4," (5,717 ratings)",https://www.udemy.com/course/learn-how-to-work-with-interior-design-styles-like-a-pro/
"
Learn Photoshop, Web Design & Profitable Freelancing
","
Learn Photoshop and use it to create amazing website designs and create a high, stable income. No coding needed!
","
41,283 students
",4.4," (5,614 ratings)",https://www.udemy.com/course/learn-photoshop-web-design-profitable-freelancing/
"
Learn Adobe Photoshop from Scratch
","
The Complete Beginners Guide for Learning Adobe Photoshop
","
84,955 students
",4.3," (5,443 ratings)",https://www.udemy.com/course/learn-adobe-photoshop-from-scratch/
"
User Experience (UX): The Ultimate Guide to Usability and UX
","
Get a job in UX and build your user research and UX design skills with this hands-on user experience training course.
","
19,033 students
",4.6," (5,230 ratings)",https://www.udemy.com/course/ultimate-guide-to-ux/
"
Adobe Premiere Pro CC: Video Editing in Adobe Premiere Pro
","
Learn Video Editing in Adobe Premiere Pro with Color Correction & Color Grading and Professional Video Editing practices
","
71,726 students
",4.7," (5,079 ratings)",https://www.udemy.com/course/adobe-premiere-pro-cc-2017-video-editing/
"
Adobe Illustrator: Mastering the Fundamentals
","
Learn powerful illustration techniques in Adobe Illustrator master digital painting and graphic design with new skills!
","
65,286 students
",4.3," (4,952 ratings)",https://www.udemy.com/course/adobe-illustrator-training/
"
UX Design & User Experience Design Course - Theory Only
","
This course is for anyone interested in learning the theory of UX design.
","
17,859 students
",4.4," (4,685 ratings)",https://www.udemy.com/course/how-to-change-careers-and-become-a-ux-designer/
"
Photoshop Master Course: From Beginner to Photoshop Pro
","
This Adobe Photoshop Beginner Course will teach a Beginner Photoshop user all essentials of Adobe Photoshop CC
","
141,518 students
",4.3," (4,683 ratings)",https://www.udemy.com/course/supreme-photoshop-training-from-beginner-to-expert/
"
Adobe Photoshop CC – Advanced Training Course
","
You'll learn advanced Photoshop techniques like Photoshop retouching & Graphic Design tutorials.
","
32,064 students
",4.8," (4,657 ratings)",https://www.udemy.com/course/adobe-photoshop-cc-advanced-training-course-tutorial/
"
Learn Figma - UI/UX Design Essential Training
","
Learn how to design a beautiful and engaging mobile app with Figma. Learn-by-doing approach.
","
18,882 students
",4.5," (4,652 ratings)",https://www.udemy.com/course/learn-figma/
"
Anatomy for Figure Drawing: Mastering the Human Figure
","
This is what you need to learn in order to draw figures like a pro and land that dream job.
","
55,984 students
",4.3," (4,487 ratings)",https://www.udemy.com/course/anatomy-for-figure-drawing-and-comics/
"
Designing for 3D Printing with Fusion 360
","
Learn to design for 3D printing with my easy to follow video lessons using Fusion 360
","
14,704 students
",4.5," (4,412 ratings)",https://www.udemy.com/course/designing-for-3d-printing-with-fusion-360/
"
Adobe Illustrator CC – Advanced Training Course
","
In this Adobe Illustrator Advanced course we'll learn Advanced techniques for graphic design, logo design & illustration
","
25,512 students
",4.7," (4,375 ratings)",https://www.udemy.com/course/adobe-illustrator-cc-advanced-training/
"
After Effects - Motion Graphics & Data Visualization
","
Using Adobe After Effects create beautiful VFX Visual Effects, data visualization & VFX Compositing.
","
24,105 students
",4.7," (4,325 ratings)",https://www.udemy.com/course/animated-infographic-video-data-visualisation/
"
Character Art School: Complete Coloring and Painting Course
","
The Best Way to Learn to Color and Paint Professional Characters for Animation, Games, Comics, Manga and More.
","
65,406 students
",4.6," (4,150 ratings)",https://www.udemy.com/course/character-art-school-complete-coloring-and-painting/
"
WordPress for Beginners: Create a Website Step by Step
","
Create Websites and Blogs With Zero Experience Using WordPress and This Step By Step Guide
","
11,904 students
",4.6," (4,152 ratings)",https://www.udemy.com/course/wordpress-for-beginners-create-a-website-blog-step-by-step/
"
How to Design a Room in 10 Easy Steps
","
Interior Design Made Simple
","
15,433 students
",4.4," (4,021 ratings)",https://www.udemy.com/course/how-to-design-a-room-in-10-easy-steps/
"
WordPress for Beginners: Create Your Own WordPress Website
","
Join our complete WordPress course to easily create a professional Wordpress website: no experience or coding necessary!
","
210,529 students
",4.4," (3,959 ratings)",https://www.udemy.com/course/the-complete-wordpress-for-beginners-course/
"
Learn to Create Pixel Art for your Games
","
Improve your pixel art with these simple techniques and principles.
","
17,615 students
",4.5," (3,955 ratings)",https://www.udemy.com/course/learn-to-create-pixel-art-for-your-game/
"
Maya for Beginners: Complete Guide to 3D Animation in Maya
","
Learn everything you need for 3D animation in Autodesk Maya: Modeling, Texturing, Lighting, Rigging, Animation, Dynamics
","
18,212 students
",4.6," (3,910 ratings)",https://www.udemy.com/course/autodesk-maya-3d-animation-course/
"
Design Thinking for Beginners: Develop Innovative Ideas
","
Apply the five-step design thinking process to identify and creatively solve problems using a human-centered approach.
","
10,457 students
",4.3," (3,908 ratings)",https://www.udemy.com/course/design-thinking-for-beginners/
"
Autodesk Revit - beginner to an intermediate level
","
Everything you need to know to get started with Revit 2016, 2017, 2018, 2019, 2020 & 2021!
","
13,309 students
",4.5," (3,819 ratings)",https://www.udemy.com/course/autodesk-revit-for-beginners-up-to-intermediate-level/
"
Pixel Art Master Course - Beginner to Professional/Freelance
","
Learn ALL about pixel art in an always growing course! Get access to basic and pro techniques with daily feedbacks!
","
19,870 students
",4.6," (3,807 ratings)",https://www.udemy.com/course/pixel-art-master-course/
"
SOLIDWORKS: Become a Certified Associate Today (CSWA)
","
SolidWorks Training: Learn to Master SolidWorks to the Associate Certification Level Even if You are a Complete Beginner
","
14,105 students
",4.5," (3,798 ratings)",https://www.udemy.com/course/solidwokrs-go-from-nothing-to-certified-associate-level/
"
Gamification: Motivation Psychology & The Art of Engagement
","
Learn how to motivate and engage anyone by learning the psychology that underpins human behaviour.
","
14,718 students
",4.5," (3,722 ratings)",https://www.udemy.com/course/gamification-motivation-psychology-the-art-of-engagement/
"
The Digital Painting MEGA Course: Beginner to Advanced
","
Learn the #1 most important skill for digital artists!
","
32,986 students
",4.6," (3,687 ratings)",https://www.udemy.com/course/the-digital-painting-mega-course-beginner-to-advanced/
"
Complete Wordpress Training For Beginners
","
Learn to Build Wordpress Websites and Blogs from Scratch
","
39,462 students
",4.2," (3,649 ratings)",https://www.udemy.com/course/complete-wordpress-course-for-beginners/
"
Rhino 3D tutorials v5 & v6 Beginner Level to Advanced Level
","
Learn from the ground up with these easy to follow videos in Rhinoceros 3D. The videos are regularly updated
","
13,041 students
",4.5," (3,551 ratings)",https://www.udemy.com/course/rhino-3d-tutorials-from-beginner-level-to-advanced-level/
"
Complete Beginner's Guide to Digital Art
","
Master the foundations of digital drawing and illustration and create art like a pro
","
25,309 students
",4.4," (3,457 ratings)",https://www.udemy.com/course/digital-art-101-from-beginner-to-pro/
"
The Complete Sketch 5 Course - Design Apps & Websites 2020
","
Master Sketch software and learn a modern approach to designing mobile apps, websites, and everything UI/UX
","
15,538 students
",4.5," (3,444 ratings)",https://www.udemy.com/course/sketchdesign/
"
The Ultimate Character Design School - Beginner to Advanced
","
Learn the concept industries number on job skill
","
18,847 students
",4.6," (3,422 ratings)",https://www.udemy.com/course/the-ultimate-character-design-school-beginner-to-advanced/
"
How to Draw and Sketch for Absolute Beginners
","
Learn the Basics of Sketching and Drawing
","
17,980 students
",4.4," (3,394 ratings)",https://www.udemy.com/course/drawing-and-sketching-for-beginners/
"
Manga Art School: How to draw Anime and Manga Course
","
Learn how to draw anime and how to draw manga, easily and professionally
","
22,090 students
",4.5," (3,344 ratings)",https://www.udemy.com/course/manga-art-school-anime-and-manga-style-character-drawing/
"
How To Make a Wordpress Website -Elementor Page Builder
","
Learn How To Create an AMAZING Wordpress Website! Master Wordpress and Elementor Page Builder!
","
43,850 students
",4.5," (3,337 ratings)",https://www.udemy.com/course/how-to-make-a-wordpress-website-2017-elementor-builder/
"
Gamification & Behavioral Design: The Octalysis Framework
","
 Learn the 8 Core Drives that motivate us all (beyond Points, Badges, and Leaderboards)
","
19,188 students
",4.4," (3,302 ratings)",https://www.udemy.com/course/gamification-behavioral-design-the-octalysis-framework/
"
How to Use Color Like a Pro
","
Interior Design Color Schemes Made Easy
","
15,641 students
",4.4," (3,253 ratings)",https://www.udemy.com/course/learn-how-to-use-color-like-a-pro/
"
Affinity Designer: The Complete Guide to Affinity Designer
","
You can start using Affinity Designer 1.7 today to design beautiful and professional graphics!
","
38,451 students
",4.6," (3,234 ratings)",https://www.udemy.com/course/affinity-designer-the-complete-guide-to-affinity-designer/
"
Logo Design in Adobe Illustrator - for Beginners & Beyond
","
Learn how to design a logo by a Published, Multi-Award Winning Logo Designer! 21+ Years Experience!
","
17,404 students
",4.5," (3,157 ratings)",https://www.udemy.com/course/logodesign/
"
How to Draw Cute Cartoon Characters
","
Learn the secrets to drawing cartoons quickly and easily
","
15,344 students
",4.6," (3,096 ratings)",https://www.udemy.com/course/draw-cute-characters/
"
After Effects CC: The Complete Motion Graphics Masterclass
","
Create Motion Graphics with Adobe After Effects CC: Best Techniques and Methods to Become a Top Motion Graphics Artist
","
90,655 students
",4.6," (2,960 ratings)",https://www.udemy.com/course/adobe-after-effects-2017-essential-motion-graphics-training/
"
Pixel art for Video games
","
The essential course for creating stunning pixel art graphics for video-games or stylish illustrations and designs
","
19,511 students
",4.6," (2,898 ratings)",https://www.udemy.com/course/pixel-art-for-video-games/
"
Master SketchUp - A Definitive Guide From Infinite Skills
","
A easy to follow SketchUp course that teaches using practical examples.
","
12,831 students
",4.5," (2,869 ratings)",https://www.udemy.com/course/master-sketchup/
"
Complete Beginner's Guide to Anatomy and Figure Drawing
","
Learn how to draw anatomy for complete beginners
","
19,153 students
",4.6," (2,843 ratings)",https://www.udemy.com/course/anatomy-and-figure-drawing-for-games-and-comics/
"
VFX: Complete Houdini Bootcamp
","
Beginners guide to Houdini FX : The most powerful 3D FX application in the world.No prior knowledge required.
","
11,514 students
",4.5," (2,839 ratings)",https://www.udemy.com/course/houdini-create-full-cg-chocolate-commercial-in-houdini/
"
The Complete Sketch 5 Course - Design Apps & Websites 2020
","
Master Sketch software and learn a modern approach to designing mobile apps, websites, and everything UI/UX
","
15,538 students
",4.5," (3,444 ratings)",https://www.udemy.com/course/the-complete-design-course/
"
Ultimate Guide to Digital Sketching: Beginner to Advanced
","
Learn to digitally draw like a pro!
","
29,372 students
",4.5," (2,733 ratings)",https://www.udemy.com/course/ultimate-guide-to-digital-sketching-beginner-to-advanced/
"
3ds Max + V-Ray: 3ds Max PRO in 6 hrs
","
3ds Max intro course: 3Ds Max and V-Ray for creating 3D architectural imagery, from beginner to advanced
","
16,617 students
",4.3," (2,692 ratings)",https://www.udemy.com/course/intro-to-architectural-visualization-using-3ds-max-and-v-ray_zillus/
"
Introduction To Graphic Design (Projects)
","
Learn Your Way Into Graphic Design By Following Along With Practical Real World Design Projects.
","
50,633 students
",4.0," (2,580 ratings)",https://www.udemy.com/course/graphic-design-intro/
"
Graphic Design - An Overview of the Field
","
A survey course that explore nine graphic design specialties
","
24,069 students
",4.4," (2,580 ratings)",https://www.udemy.com/course/graphic-design-secrets/
"
Sketching for UX Designers - Boost UX work with pen & paper!
","
Learn how to boost your UX design workflow with sketching user interfaces, animations and storyboarding.
","
15,132 students
",4.5," (2,580 ratings)",https://www.udemy.com/course/sketching-for-ux-designers/
"
Adobe InDesign CC: Your Complete Guide to InDesign
","
Become an Adobe InDesign CC Master: Learn the complete InDesign workflow to create PDFs, eBooks, pamphlets, and more!
","
239,746 students
",4.5," (2,568 ratings)",https://www.udemy.com/course/adobe-indesign-course/
"
The Blender 2.8 Encyclopedia
","
The most complete beginner-to-advanced guide for Blender 2.8 and beyond
","
11,800 students
",4.7," (2,558 ratings)",https://www.udemy.com/course/the-blender-encyclopedia/
"
Complete Web Design: from Figma to Webflow to Freelancing
","
3 in 1 Course: Learn to design websites with Figma, build with Webflow, and make a living freelancing.
","
8,906 students
",4.7," (2,488 ratings)",https://www.udemy.com/course/freelance-web-design-from-design-to-development-to-making-money/
"
UI & Web Design using Adobe Illustrator CC
","
Build professional web & app designs using Adobe Illustrator CC
","
13,482 students
",4.7," (2,406 ratings)",https://www.udemy.com/course/ui-web-design-using-adobe-illustrator-2017/
"
Environment Art School: Complete Perspective Drawing Course
","
Learn How To Draw Landscapes, How to Draw Perspective, How to Draw Backgrounds and How to Draw Scenes and Create Worlds
","
19,841 students
",4.6," (2,405 ratings)",https://www.udemy.com/course/perspective-art-school-environment-landscape-drawing-course/
"
The Complete Figure Drawing Course HD
","
Learn to Draw the Human Figure from your Mind
","
12,960 students
",4.7," (2,375 ratings)",https://www.udemy.com/course/the-complete-figure-drawing-course-hd/
"
Learn Professional Pixel Art & Animation for Games
","
Become an exquisite pixel artist and animator.
","
68,674 students
",4.5," (2,221 ratings)",https://www.udemy.com/course/learn-professional-pixel-art-animation-for-games/
"
Mastering Adobe Photoshop CC
","
Take Your Creative Skills to The Next Level with this Adobe Photoshop CC Tutorial. Taught By Leading Photoshop Trainer
","
29,937 students
",4.5," (2,211 ratings)",https://www.udemy.com/course/adobe-photoshop-cc/
"
Complete Wordpress Course For Beginners
","
Create your own website from scratch using Wordpress. Even if you never made a website before!
","
46,313 students
",4.4," (2,196 ratings)",https://www.udemy.com/course/complete-wordpress-course/
"
UI/UX design with Adobe XD: Design & Prototype a Mobile App
","
Learn how to design a beautiful and engaging mobile app with Adobe Experience Design (XD). Learn-by-doing approach.
","
7,893 students
",4.4," (2,168 ratings)",https://www.udemy.com/course/adobe-xd-course/
"
Master Web Design in Photoshop
","
Learn how to create stunning website designs in Photoshop; No coding included!
","
22,518 students
",4.6," (2,128 ratings)",https://www.udemy.com/course/master-web-design-in-photoshop/
"
Complete Wordpress Course | Elementor
","
Create a Professionel Website using Free Tools, Images and Plugins
","
34,166 students
",4.4," (2,029 ratings)",https://www.udemy.com/course/complete-wordpress-tutorial-elementor/
"
Blender 2.8 The complete guide from beginner to pro
","
over the new version of Blender in this complete training from beginner to advanced
","
9,985 students
",4.4," (1,989 ratings)",https://www.udemy.com/course/blender-28-the-complete-guide-from-beginner-to-pro/
"
Complete course in AutoCAD 2020 : 2D and 3D
","
For Architects, Engineers, and Designers
","
77,759 students
",4.4," (1,977 ratings)",https://www.udemy.com/course/autocad-2020-for-designers-a-problem-solving-approach/
"
Graphic Design Masterclass: Learn Graphic Design in Projects
","
Graphic design principles, typography, & color mastery using Illustrator, InDesign, and Photoshop. For beginners & more!
","
18,722 students
",4.4," (1,973 ratings)",https://www.udemy.com/course/graphic-design/
"
Cinema 4D Masterclass: The Ultimate Guide for Beginners
","
Take your design skills to the next level, into the 3rd Dimension with this Cinema 4D Course
","
6,690 students
",4.7," (1,968 ratings)",https://www.udemy.com/course/cinema-4d-masterclass-training-course/
"
Fusion 360 For Hobbyists and Woodworkers
","
Learn by doing! Follow along as Mike teaches you to 3D model five projects from start to finish using Fusion 360.
","
8,330 students
",4.5," (1,963 ratings)",https://www.udemy.com/course/fusion360/
"
Information Architecture (IA) Fundamentals
","
Everything you need to know — from what content should be presented to what it’s called to how it’s organized!
","
9,634 students
",4.3," (1,949 ratings)",https://www.udemy.com/course/ia-fundamentals/
"
Develop your innovation - Certified Design Thinking Bootcamp
","
Make your own innovation using powerful tools.
","
8,596 students
",4.0," (1,946 ratings)",https://www.udemy.com/course/develop-your-idea-design-thinking-bootcamp/
"
Learn Professional 2D Game Graphic Design in Photoshop
","
Learn how you can create your own professional game graphics quickly in Photoshop!
","
60,855 students
",4.6," (1,919 ratings)",https://www.udemy.com/course/create-quick-professional-2d-game-backgrounds-in-photoshop/
"
Adobe Illustrator CC Tutorial - Training Taught By Experts
","
Learn the skills to become creative with Adobe Illustrator CC. A practical hands-on tutorial for users of all levels
","
21,834 students
",4.5," (1,914 ratings)",https://www.udemy.com/course/adobe-illustrator-cc-tutorial/
"
After Effects Essentials: Complete VFX and Motion GFX Guide
","
Your complete guide to create amazing Visual Effects and Motion Graphics using Adobe After Effects CC 2017.
","
52,550 students
",4.3," (1,886 ratings)",https://www.udemy.com/course/aftereffectscc/
"
Adobe Photoshop CC Essentials | Photoshop Masterclass
","
This Adobe Photoshop masterclass will teach you Photoshop retouching + photo editing. Bonus: 7 Photoshop courses in 1.
","
39,951 students
",4.6," (1,837 ratings)",https://www.udemy.com/course/master-adobe-photoshop-cc-6-be-more-productive/
"
InDesign CC 2020 MasterClass
","
Master the Industry-leading Page Design and Layout Application
","
13,901 students
",4.6," (1,834 ratings)",https://www.udemy.com/course/indesign-cc-masterclass/
"
Learn 3D Animation - The Ultimate Blender Guide
","
A-Z Guide to Learning 3D Animation and Modeling With Blender to Set You on Your Way to Creating Awesome 3D Artwork
","
16,089 students
",4.6," (1,832 ratings)",https://www.udemy.com/course/blendercourse/
"
Adobe InDesign CC - Advanced Training Course
","
This Adobe InDesign tutorial is people wanting to up-skill their typography, color theory & graphic design abilities.
","
14,638 students
",4.7," (1,821 ratings)",https://www.udemy.com/course/adobe-indesign-cc-advanced-training/
"
Photorealistic Digital Painting From Beginner To Advanced.
","
Bring your imagination to life!
","
29,869 students
",4.5," (1,817 ratings)",https://www.udemy.com/course/photorealistic-digital-painting-from-beginner-to-advanced/
"
Adobe Premiere Pro CC: Learn Video Editing In Premiere Pro
","
Adobe Premiere Pro CC video editing for beginners: Edit footage, audio, make titles & more using Adobe Premiere Pro CC
","
14,356 students
",4.6," (1,805 ratings)",https://www.udemy.com/course/learnpremierepro/
"
Modern PowerPoint Presentation: Be a Creative Pro
","
Design & animate 20+ professional PowerPoint presentation slides step by step. Expertise in modern PowerPoint design
","
20,062 students
",4.2," (1,802 ratings)",https://www.udemy.com/course/powerpoint-design-animation/
"
Adobe Photoshop CC For Beginners: Main Features Of Photoshop
","
Adobe Photoshop CC For Beginners: Resize Images, Add Text & Effects, Remove Acne or Objects, Delete Backgrounds & More
","
47,033 students
",4.3," (1,774 ratings)",https://www.udemy.com/course/adobephotoshop/
"
Fundamentals of Garden Design
","
An Introduction to Landscape Design
","
6,729 students
",4.4," (1,733 ratings)",https://www.udemy.com/course/fundamentals-of-garden-design/
"
Responsive Web Design Essentials - HTML5 CSS3 Bootstrap
","
The best course for learning the basics of HTML5 and CSS3 from scratch. Including 5 projects, perfect for beginners.
","
7,080 students
",4.7," (1,717 ratings)",https://www.udemy.com/course/responsive-web-design-tutorial-course-html5-css3-bootstrap/
"
Painting Environments
","
Creating Concept Art Worlds with Photoshop
","
8,909 students
",4.7," (1,710 ratings)",https://www.udemy.com/course/painting-environments/
"
ProCreate Masterclass: How to Draw and Paint on iPad Course
","
The top course on how to draw and paint on iPad with Procreate and Apple Pencil. Learn to use Procreate within today!
","
11,164 students
",4.7," (1,708 ratings)",https://www.udemy.com/course/procreate-course-how-to-draw-on-your-ipad-how-to-paint-on-your-ipad/
"
User Experience Design: Complete UX Fundamentals Course
","
Understand User Experience Design ( UX ) to begin designing web and mobile apps to keep your users engaged and happy.
","
7,701 students
",4.3," (1,664 ratings)",https://www.udemy.com/course/user-experience-design-the-accelerated-ux-course/
"
Typographic Logos: Typography and Lettering for Logo Design
","
Learn the beginning to end process for creating your own custom type-based logo.
","
9,594 students
",4.2," (1,661 ratings)",https://www.udemy.com/course/typographic-logos-typography-and-lettering-for-logo-design/
"
Design is in the Details: How to Accessorize Like a Pro
","
Take your interior design from good to great by focusing on the details
","
10,235 students
",4.5," (1,654 ratings)",https://www.udemy.com/course/design-is-in-the-details/
"
Adobe CC Masterclass: Photoshop, Illustrator, XD & InDesign
","
Learn graphic design today with Photoshop, Illustrator, Adobe XD, InDesign & more in this Adobe CC Masterclass!
","
13,554 students
",4.5," (1,599 ratings)",https://www.udemy.com/course/adobe-cc-masterclass-graphic-design-photoshop-illustrator-xd-indesign/
"
VSD - Physical Design Flow
","
VLSI - Building a chip is like building a city!!
","
5,745 students
",4.4," (1,590 ratings)",https://www.udemy.com/course/vlsi-academy-physical-design-flow/
